#TYPE System.Diagnostics.Process
"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"SkypeApp";"10";"1091";"40094818304";"1478656";"210186240";"112792";"C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c\SkypeApp.exe";"Microsoft Corporation";"5,3125";"8.56.0.102";"8.56.0.102";"SkypeApp";"Microsoft Skype";"Process";"8";;"False";;"3616";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1091";"548";".";"0";"";"System.Diagnostics.ProcessModule (SkypeApp.exe)";"263553024";"262344704";"System.Diagnostics.ProcessModuleCollection";"112792";"112792";"210186240";"210186240";"833312";"833312";"223727616";"223727616";"264171520";"264171520";"1469423616";"40124129280";"True";"Normal";"210186240";"210186240";"00:00:02.0937500";"SkypeApp";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:24 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:05.3125000";"00:00:03.2187500";"1440112640";"40094818304";"False";;;;"1478656";"1478656";;
"SkypeBackgroundHost";"10";"157";"2203422736384";"712704";"2138112";"8560";"C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe";"Microsoft Corporation";"0,078125";"8.56.0.102";"8.56.0.102";"Microsoft Skype";"Microsoft? Skype";"Process";"8";;"False";;"3664";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"157";"2788";".";"0";"";"System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"8560";"8560";"2138112";"2138112";"127912";"127912";"2322432";"2322432";"12505088";"12505088";"108716032";"2203426938880";"True";"Normal";"2138112";"2138112";"00:00:00.0312500";"SkypeBackgroundHost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:23 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0781250";"00:00:00.0468750";"104513536";"2203422736384";"False";;;;"712704";"712704";;
"smss";"0";"56";"2203359715328";"1142784";"1187840";"3224";;;;;;;;"Process";"11";;;;;;"56";"436";".";"0";"";;;;;"3224";"3224";"1187840";"1187840";"13136";"13136";"1323008";"1323008";"1310720";"1310720";"49872896";"2203368095744";;;"1187840";"1187840";;"smss";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"41492480";"2203359715328";"False";;;;"1142784";"1142784";;
"SnippingTool";"10";"308";"2203557142528";"19120128";"5873664";"18216";"C:\WINDOWS\system32\SnippingTool.exe";"Microsoft Corporation";"3,125";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Herramienta Recortes";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3632";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"308";"9560";".";"66950";"Herramienta Recortes";"System.Diagnostics.ProcessModule (SnippingTool.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"18216";"18216";"5873664";"5873664";"379592";"379592";"6402048";"6402048";"37699584";"37699584";"259592192";"2203577815040";"True";"Normal";"5873664";"5873664";"00:00:02.7656250";"SnippingTool";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:07:19 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:03.1250000";"00:00:00.3593750";"238919680";"2203557142528";"False";;;;"19120128";"19120128";;
"spoolsv";"0";"445";"2203425890304";"12304384";"6193152";"20360";;;;;;;;"Process";"8";;;;;;"445";"3504";".";"0";"";;;;;"20360";"20360";"6193152";"6193152";"149472";"149472";"7168000";"7168000";"15544320";"15544320";"115261440";"2203433484288";;;"6193152";"6193152";;"spoolsv";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"107667456";"2203425890304";"False";;;;"12304384";"12304384";;
"StartMenuExperienceHost";"10";"1733";"2204087738368";"80785408";"54124544";"84768";"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe";;"22,96875";;;;;"Process";"8";;"False";;"3708";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1733";"4092";".";"0";"";"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"84768";"84768";"54124544";"54124544";"594312";"594312";"56483840";"56483840";"98832384";"98832384";"859066368";"2204177289216";"True";"Normal";"54124544";"54124544";"00:00:04";"StartMenuExperienceHost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:21 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:22.9687500";"00:00:18.9687500";"769515520";"2204087738368";"False";;;;"80785408";"80785408";;
"svchost";"0";"1403";"2203494989824";"36352000";"18378752";"25888";;;;;;;;"Process";"8";;;;;;"1403";"84";".";"0";"";;;;;"25888";"25888";"18378752";"18378752";"2927360";"2927360";"24330240";"24330240";"39792640";"39792640";"260956160";"2203579179008";;;"18378752";"18378752";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"176766976";"2203494989824";"False";;;;"36352000";"36352000";;
"svchost";"0";"1406";"2203454648320";"22593536";"16089088";"18552";;;;;;;;"Process";"8";;;;;;"1406";"924";".";"0";"";;;;;"18552";"18552";"16089088";"16089088";"201760";"201760";"24276992";"24276992";"30769152";"30769152";"175243264";"2203493466112";;;"16089088";"16089088";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"136425472";"2203454648320";"False";;;;"22593536";"22593536";;
"svchost";"0";"287";"2203420377088";"18677760";"4141056";"14384";;;;;;;;"Process";"8";;;;;;"287";"976";".";"0";"";;;;;"14384";"14384";"4141056";"4141056";"134560";"134560";"5369856";"5369856";"22437888";"22437888";"119357440";"2203437580288";;;"4141056";"4141056";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"102154240";"2203420377088";"False";;;;"18677760";"18677760";;
"svchost";"0";"86";"2203376222208";"2555904";"929792";"5024";;;;;;;;"Process";"8";;;;;;"86";"996";".";"0";"";;;;;"5024";"5024";"929792";"929792";"39944";"39944";"1150976";"1150976";"4161536";"4161536";"60620800";"2203378843648";;;"929792";"929792";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"57999360";"2203376222208";"False";;;;"2555904";"2555904";;
"svchost";"0";"125";"2203388948480";"5468160";"1634304";"8016";;;;;;;;"Process";"8";;;;;;"125";"1028";".";"0";"";;;;;"8016";"8016";"1634304";"1634304";"67176";"67176";"1904640";"1904640";"7499776";"7499776";"77549568";"2203395772416";;;"1634304";"1634304";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"70725632";"2203388948480";"False";;;;"5468160";"5468160";;
"svchost";"0";"290";"2203401256960";"7356416";"3362816";"10560";;;;;;;;"Process";"8";;;;;;"290";"1032";".";"0";"";;;;;"10560";"10560";"3362816";"3362816";"139232";"139232";"24645632";"24645632";"9056256";"9056256";"109772800";"2203427995648";;;"3362816";"3362816";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83034112";"2203401256960";"False";;;;"7356416";"7356416";;
"svchost";"0";"276";"2203406299136";"9818112";"2891776";"13664";;;;;;;;"Process";"8";;;;;;"276";"1348";".";"0";"";;;;;"13664";"13664";"2891776";"2891776";"107808";"107808";"3371008";"3371008";"11300864";"11300864";"93843456";"2203412066304";;;"2891776";"2891776";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88076288";"2203406299136";"False";;;;"9818112";"9818112";;
"svchost";"0";"225";"2203414265856";"9289728";"2457600";"12096";;;;;;;;"Process";"8";;;;;;"225";"1428";".";"0";"";;;;;"12096";"12096";"2457600";"2457600";"117968";"117968";"2760704";"2760704";"11821056";"11821056";"101810176";"2203420033024";;;"2457600";"2457600";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"96043008";"2203414265856";"False";;;;"9289728";"9289728";;
"svchost";"0";"429";"2203431424000";"15388672";"16826368";"13736";;;;;;;;"Process";"8";;;;;;"429";"1452";".";"0";"";;;;;"13736";"13736";"16826368";"16826368";"90728";"90728";"19021824";"19021824";"22499328";"22499328";"246722560";"2203564945408";;;"16826368";"16826368";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"113201152";"2203431424000";"False";;;;"15388672";"15388672";;
"svchost";"0";"401";"2203432701952";"13971456";"7618560";"17992";;;;;;;;"Process";"8";;;;;;"401";"1464";".";"0";"";;;;;"17992";"17992";"7618560";"7618560";"297792";"297792";"8454144";"8454144";"16326656";"16326656";"147984384";"2203466207232";;;"7618560";"7618560";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"114479104";"2203432701952";"False";;;;"13971456";"13971456";;
"svchost";"0";"172";"2203395309568";"4235264";"2383872";"6928";;;;;;;;"Process";"8";;;;;;"172";"1512";".";"0";"";;;;;"6928";"6928";"2383872";"2383872";"61008";"61008";"2437120";"2437120";"6172672";"6172672";"80232448";"2203398455296";;;"2383872";"2383872";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"77086720";"2203395309568";"False";;;;"4235264";"4235264";;
"svchost";"0";"224";"2203426705408";"10661888";"2736128";"12912";;;;;;;;"Process";"8";;;;;;"224";"1520";".";"0";"";;;;;"12912";"12912";"2736128";"2736128";"149192";"149192";"3493888";"3493888";"12509184";"12509184";"115355648";"2203433578496";;;"2736128";"2736128";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"108482560";"2203426705408";"False";;;;"10661888";"10661888";;
"svchost";"0";"321";"2203394445312";"7360512";"2658304";"10552";;;;;;;;"Process";"8";;;;;;"321";"1532";".";"0";"";;;;;"10552";"10552";"2658304";"2658304";"96072";"96072";"3108864";"3108864";"9121792";"9121792";"86183936";"2203404406784";;;"2658304";"2658304";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"76222464";"2203394445312";"False";;;;"7360512";"7360512";;
"svchost";"0";"172";"2203412873216";"7131136";"2093056";"9704";;;;;;;;"Process";"8";;;;;;"172";"1556";".";"0";"";;;;;"9704";"9704";"2093056";"2093056";"106560";"106560";"2256896";"2256896";"7966720";"7966720";"97271808";"2203415494656";;;"2093056";"2093056";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"94650368";"2203412873216";"False";;;;"7131136";"7131136";;
"svchost";"0";"144";"2203389284352";"7340032";"5074944";"26120";;;;;;;;"Process";"8";;;;;;"144";"1828";".";"0";"";;;;;"26120";"26120";"5074944";"5074944";"59960";"59960";"6791168";"6791168";"10588160";"10588160";"78925824";"2203397148672";;;"5074944";"5074944";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"71061504";"2203389284352";"False";;;;"7340032";"7340032";;
"svchost";"0";"589";"2203407327232";"9428992";"3350528";"12008";;;;;;;;"Process";"8";;;;;;"589";"1840";".";"0";"";;;;;"12008";"12008";"3350528";"3350528";"97184";"97184";"3788800";"3788800";"10567680";"10567680";"95420416";"2203413643264";;;"3350528";"3350528";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"89104384";"2203407327232";"False";;;;"9428992";"9428992";;
"svchost";"0";"228";"2203393167360";"6205440";"2486272";"9816";;;;;;;;"Process";"8";;;;;;"228";"1904";".";"0";"";;;;;"9816";"9816";"2486272";"2486272";"81912";"81912";"3559424";"3559424";"8093696";"8093696";"85430272";"2203403653120";;;"2486272";"2486272";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74944512";"2203393167360";"False";;;;"6205440";"6205440";;
"svchost";"0";"160";"2203405328384";"10919936";"2433024";"9784";;;;;;;;"Process";"8";;;;;;"160";"2008";".";"0";"";;;;;"9784";"9784";"2433024";"2433024";"139264";"139264";"2850816";"2850816";"12599296";"12599296";"90251264";"2203408474112";;;"2433024";"2433024";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"87105536";"2203405328384";"False";;;;"10919936";"10919936";;
"svchost";"0";"388";"2203422625792";"12406784";"5521408";"17200";;;;;;;;"Process";"8";;;;;;"388";"2072";".";"0";"";;;;;"17200";"17200";"5521408";"5521408";"107600";"107600";"9220096";"9220096";"13459456";"13459456";"124522496";"2203442745344";;;"5521408";"5521408";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"104402944";"2203422625792";"False";;;;"12406784";"12406784";;
"svchost";"0";"467";"2203450929152";"25600000";"7036928";"17904";;;;;;;;"Process";"8";;;;;;"467";"2084";".";"0";"";;;;;"17904";"17904";"7036928";"7036928";"196800";"196800";"9760768";"9760768";"35774464";"35774464";"166969344";"2203485192192";;;"7036928";"7036928";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"132706304";"2203450929152";"False";;;;"25600000";"25600000";;
"svchost";"0";"176";"2203405316096";"8990720";"2641920";"11736";;;;;;;;"Process";"8";;;;;;"176";"2108";".";"0";"";;;;;"11736";"11736";"2641920";"2641920";"91592";"91592";"3055616";"3055616";"10035200";"10035200";"92893184";"2203411116032";;;"2641920";"2641920";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"87093248";"2203405316096";"False";;;;"8990720";"8990720";;
"svchost";"0";"280";"2203406725120";"7708672";"3944448";"13720";;;;;;;;"Process";"8";;;;;;"280";"2120";".";"0";"";;;;;"13720";"13720";"3944448";"3944448";"88712";"88712";"6516736";"6516736";"9592832";"9592832";"121008128";"2203439230976";;;"3944448";"3944448";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88502272";"2203406725120";"False";;;;"7708672";"7708672";;
"svchost";"0";"348";"2203425259520";"21217280";"13598720";"11008";;;;;;;;"Process";"8";;;;;;"348";"2192";".";"0";"";;;;;"11008";"11008";"13598720";"13598720";"92336";"92336";"21925888";"21925888";"30494720";"30494720";"114417664";"2203432640512";;;"13598720";"13598720";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"107036672";"2203425259520";"False";;;;"21217280";"21217280";;
"svchost";"0";"1893";"2203400818688";"8884224";"4235264";"23272";;;;;;;;"Process";"8";;;;;;"1893";"2304";".";"0";"";;;;;"23272";"23272";"4235264";"4235264";"129232";"129232";"5750784";"5750784";"10371072";"10371072";"101486592";"2203419709440";;;"4235264";"4235264";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"82595840";"2203400818688";"False";;;;"8884224";"8884224";;
"svchost";"0";"231";"2207725551616";"12619776";"2797568";"11752";;;;;;;;"Process";"8";;;;;;"231";"2400";".";"0";"";;;;;"11752";"11752";"2797568";"2797568";"116632";"116632";"17494016";"17494016";"28225536";"28225536";"124391424";"2207737581568";;;"2797568";"2797568";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"112361472";"2207725551616";"False";;;;"12619776";"12619776";;
"svchost";"0";"239";"2203391139840";"4009984";"1380352";"7336";;;;;;;;"Process";"8";;;;;;"239";"2408";".";"0";"";;;;;"7336";"7336";"1380352";"1380352";"75728";"75728";"1507328";"1507328";"6103040";"6103040";"75018240";"2203393241088";;;"1380352";"1380352";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"72916992";"2203391139840";"False";;;;"4009984";"4009984";;
"svchost";"0";"173";"2203396755456";"6205440";"1998848";"9024";;;;;;;;"Process";"8";;;;;;"173";"2416";".";"0";"";;;;;"9024";"9024";"1998848";"1998848";"77320";"77320";"2412544";"2412544";"8081408";"8081408";"84299776";"2203402522624";;;"1998848";"1998848";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"78532608";"2203396755456";"False";;;;"6205440";"6205440";;
"svchost";"0";"222";"2203404353536";"8601600";"2351104";"14192";;;;;;;;"Process";"8";;;;;;"222";"2572";".";"0";"";;;;;"14192";"14192";"2351104";"2351104";"90912";"90912";"2883584";"2883584";"9125888";"9125888";"90873856";"2203409096704";;;"2351104";"2351104";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"86130688";"2203404353536";"False";;;;"8601600";"8601600";;
"svchost";"0";"164";"2203450290176";"6373376";"1986560";"10448";;;;;;;;"Process";"8";;;;;;"164";"2624";".";"0";"";;;;;"10448";"10448";"1986560";"1986560";"127832";"127832";"12689408";"12689408";"22192128";"22192128";"332378112";"2203650600960";;;"1986560";"1986560";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"132067328";"2203450290176";"False";;;;"6373376";"6373376";;
"svchost";"0";"207";"2203395280896";"7208960";"1970176";"9704";;;;;;;;"Process";"8";;;;;;"207";"2632";".";"0";"";;;;;"9704";"9704";"1970176";"1970176";"87600";"87600";"2375680";"2375680";"8196096";"8196096";"81776640";"2203399999488";;;"1970176";"1970176";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"77058048";"2203395280896";"False";;;;"7208960";"7208960";;
"svchost";"0";"176";"2203396030464";"6004736";"2134016";"9424";;;;;;;;"Process";"8";;;;;;"176";"2760";".";"0";"";;;;;"9424";"9424";"2134016";"2134016";"78112";"78112";"3391488";"3391488";"8081408";"8081408";"82001920";"2203400224768";;;"2134016";"2134016";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"77807616";"2203396030464";"False";;;;"6004736";"6004736";;
"svchost";"0";"268";"2203401621504";"7856128";"2936832";"15504";;;;;;;;"Process";"8";;;;;;"268";"2824";".";"0";"";;;;;"15504";"15504";"2936832";"2936832";"96936";"96936";"3776512";"3776512";"10350592";"10350592";"90214400";"2203408437248";;;"2936832";"2936832";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83398656";"2203401621504";"False";;;;"7856128";"7856128";;
"svchost";"0";"485";"2203495321600";"52563968";"4554752";"16744";;;;;;;;"Process";"8";;;;;;"485";"2864";".";"0";"";;;;;"16744";"16744";"4554752";"4554752";"203144";"203144";"98725888";"98725888";"108003328";"108003328";"218533888";"2203536756736";;;"4554752";"4554752";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"177098752";"2203495321600";"False";;;;"52563968";"52563968";;
"svchost";"0";"139";"2203389734912";"4968448";"1806336";"13216";;;;;;;;"Process";"8";;;;;;"139";"3056";".";"0";"";;;;;"13216";"13216";"1806336";"1806336";"67328";"67328";"2351104";"2351104";"6918144";"6918144";"74133504";"2203392356352";;;"1806336";"1806336";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"71512064";"2203389734912";"False";;;;"4968448";"4968448";;
"svchost";"0";"373";"2203402670080";"8454144";"2842624";"17104";;;;;;;;"Process";"8";;;;;;"373";"3064";".";"0";"";;;;;"17104";"17104";"2842624";"2842624";"106016";"106016";"3756032";"3756032";"10547200";"10547200";"94441472";"2203412664320";;;"2842624";"2842624";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"84447232";"2203402670080";"False";;;;"8454144";"8454144";;
"svchost";"10";"463";"2203592802304";"19980288";"5529600";"26112";"C:\WINDOWS\System32\svchost.exe";"Microsoft Corporation";"0,734375";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Proceso host para los servicios de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3780";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"463";"3084";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"26112";"26112";"5529600";"5529600";"207824";"207824";"6742016";"6742016";"23592960";"23592960";"290578432";"2203608801280";"True";"Normal";"5529600";"5529600";"00:00:00.2812500";"svchost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:11:36 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.7343750";"00:00:00.4531250";"274579456";"2203592802304";"False";;;;"19980288";"19980288";;
"svchost";"0";"269";"2203426451456";"13619200";"3076096";"15856";;;;;;;;"Process";"8";;;;;;"269";"3260";".";"0";"";;;;;"15856";"15856";"3076096";"3076096";"149528";"149528";"3944448";"3944448";"15593472";"15593472";"122384384";"2203440607232";;;"3076096";"3076096";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"108228608";"2203426451456";"False";;;;"13619200";"13619200";;
"svchost";"0";"301";"2203449028608";"17768448";"5537792";"14240";;;;;;;;"Process";"8";;;;;;"301";"3280";".";"0";"";;;;;"14240";"14240";"5537792";"5537792";"147176";"147176";"8982528";"8982528";"25014272";"25014272";"162828288";"2203481051136";;;"5537792";"5537792";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"130805760";"2203449028608";"False";;;;"17768448";"17768448";;
"svchost";"0";"140";"2203392741376";"5283840";"1671168";"9152";;;;;;;;"Process";"8";;;;;;"140";"3324";".";"0";"";;;;;"9152";"9152";"1671168";"1671168";"74584";"74584";"1941504";"1941504";"7311360";"7311360";"80285696";"2203398508544";;;"1671168";"1671168";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74518528";"2203392741376";"False";;;;"5283840";"5283840";;
"svchost";"0";"427";"2203431731200";"16723968";"10481664";"32312";;;;;;;;"Process";"8";;;;;;"427";"3688";".";"0";"";;;;;"32312";"32312";"10481664";"10481664";"117360";"117360";"13500416";"13500416";"22409216";"22409216";"122744832";"2203440967680";;;"10481664";"10481664";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"113508352";"2203431731200";"False";;;;"16723968";"16723968";;
"svchost";"0";"185";"2203399352320";"5640192";"2052096";"10680";;;;;;;;"Process";"8";;;;;;"185";"3732";".";"0";"";;;;;"10680";"10680";"2052096";"2052096";"83752";"83752";"2375680";"2375680";"8515584";"8515584";"83750912";"2203401973760";;;"2052096";"2052096";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81129472";"2203399352320";"False";;;;"5640192";"5640192";;
"svchost";"0";"221";"2203394134016";"6000640";"1933312";"8968";;;;;;;;"Process";"8";;;;;;"221";"3856";".";"0";"";;;;;"8968";"8968";"1933312";"1933312";"75608";"75608";"2121728";"2121728";"8187904";"8187904";"82059264";"2203400282112";;;"1933312";"1933312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"75911168";"2203394134016";"False";;;;"6000640";"6000640";;
"svchost";"0";"297";"2203489026048";"13438976";"4448256";"31520";;;;;;;;"Process";"8";;;;;;"297";"3920";".";"0";"";;;;;"31520";"31520";"4448256";"4448256";"131120";"131120";"6184960";"6184960";"15699968";"15699968";"180727808";"2203498950656";;;"4448256";"4448256";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"170803200";"2203489026048";"False";;;;"13438976";"13438976";;
"svchost";"0";"193";"2203549978624";"7655424";"6619136";"15088";;;;;;;;"Process";"8";;;;;;"193";"3944";".";"0";"";;;;;"15088";"15088";"6619136";"6619136";"97648";"97648";"6897664";"6897664";"10833920";"10833920";"237723648";"2203555946496";;;"6619136";"6619136";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"231755776";"2203549978624";"False";;;;"7655424";"7655424";;
"svchost";"0";"558";"2203492155392";"29995008";"19173376";"24888";;;;;;;;"Process";"8";;;;;;"558";"4076";".";"0";"";;;;;"24888";"24888";"19173376";"19173376";"192352";"192352";"37883904";"37883904";"53850112";"53850112";"185008128";"2203503230976";;;"19173376";"19173376";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"173932544";"2203492155392";"False";;;;"29995008";"29995008";;
"svchost";"0";"400";"2203621195776";"40652800";"30969856";"22672";;;;;;;;"Process";"8";;;;;;"400";"4116";".";"0";"";;;;;"22672";"22672";"30969856";"30969856";"144224";"144224";"118657024";"118657024";"108445696";"108445696";"403193856";"2203721416704";;;"30969856";"30969856";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"302972928";"2203621195776";"False";;;;"40652800";"40652800";;
"svchost";"0";"159";"2203391926272";"5816320";"1941504";"8560";;;;;;;;"Process";"8";;;;;;"159";"4124";".";"0";"";;;;;"8560";"8560";"1941504";"1941504";"73664";"73664";"2416640";"2416640";"6787072";"6787072";"81567744";"2203399790592";;;"1941504";"1941504";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"73703424";"2203391926272";"False";;;;"5816320";"5816320";;
